Member_number,Date,itemDescription,year,month,day,day_of_week
4538,2015-11-28,sausage,2015,11,28,5
1979,2015-11-21,pastry,2015,11,21,5
1148,2015-09-27,soda,2015,9,27,6
3443,2015-04-04,tropical fruit,2015,4,4,5
3334,2015-03-17,whole milk,2015,3,17,1
2508,2015-06-10,canned beer,2015,6,10,2
4136,2015-11-08,pip fruit,2015,11,8,6
3599,2015-05-25,turkey,2015,5,25,0
4540,2015-10-20,yogurt,2015,10,20,1
2590,2015-12-16,whipped/sour cream,2015,12,16,2
3361,2015-06-21,finished products,2015,6,21,6
2855,2015-08-11,sausage,2015,8,11,1
3949,2015-01-04,other vegetables,2015,1,4,6
4836,2015-03-07,newspapers,2015,3,7,5
2464,2015-05-13,white wine,2015,5,13,2
1788,2015-09-10,sausage,2015,9,10,3
2061,2015-05-04,misc. beverages,2015,5,4,0
1963,2015-12-30,yogurt,2015,12,30,2
1485,2015-05-15,beef,2015,5,15,4
1771,2015-03-20,other vegetables,2015,3,20,4
3758,2015-04-09,photo/film,2015,4,9,3
3180,2015-04-05,tropical fruit,2015,4,5,6
2406,2015-07-12,sausage,2015,7,12,6
2255,2015-04-27,frankfurter,2015,4,27,0
4826,2015-01-25,tropical fruit,2015,1,25,6
1737,2015-01-23,citrus fruit,2015,1,23,4
2404,2015-08-03,pork,2015,8,3,0
3467,2015-01-28,soda,2015,1,28,2
3395,2015-08-19,whole milk,2015,8,19,2
3405,2015-04-03,cookware,2015,4,3,4
2718,2015-03-23,butter,2015,3,23,0
2927,2015-03-02,frozen vegetables,2015,3,2,0
4137,2015-12-26,chicken,2015,12,26,5
3282,2015-06-22,frankfurter,2015,6,22,0
4567,2015-10-09,tropical fruit,2015,10,9,4
4550,2015-09-11,root vegetables,2015,9,11,4
4223,2015-03-10,meat,2015,3,10,1
2363,2015-10-25,hamburger meat,2015,10,25,6
4806,2015-11-24,tropical fruit,2015,11,24,1
1153,2015-08-12,whole milk,2015,8,12,2
4515,2015-11-01,whole milk,2015,11,1,6
3200,2015-11-02,hamburger meat,2015,11,2,0
1012,2015-03-10,frankfurter,2015,3,10,1
2585,2015-03-14,soda,2015,3,14,5
2229,2015-03-19,whipped/sour cream,2015,3,19,3
3406,2015-10-23,whole milk,2015,10,23,4
2234,2015-07-15,citrus fruit,2015,7,15,2
2549,2015-06-14,pip fruit,2015,6,14,6
3385,2015-02-16,root vegetables,2015,2,16,0
1746,2015-08-08,pip fruit,2015,8,8,5
4632,2015-09-03,onions,2015,9,3,3
1476,2015-03-29,tropical fruit,2015,3,29,6
4738,2015-08-15,other vegetables,2015,8,15,5
4235,2015-04-26,citrus fruit,2015,4,26,6
3574,2015-05-11,canned beer,2015,5,11,0
4614,2015-02-23,root vegetables,2015,2,23,0
2216,2015-11-17,tropical fruit,2015,11,17,1
4425,2015-10-17,butter milk,2015,10,17,5
4666,2015-02-12,root vegetables,2015,2,12,3
1148,2015-09-07,pork,2015,9,7,0
2351,2015-06-01,pip fruit,2015,6,1,0
3543,2015-05-17,canned beer,2015,5,17,6
2955,2015-06-06,tropical fruit,2015,6,6,5
2257,2015-03-13,pork,2015,3,13,4
2612,2015-01-02,pip fruit,2015,1,2,4
3488,2015-12-21,rolls/buns,2015,12,21,0
2021,2015-12-01,meat,2015,12,1,1
2186,2015-01-09,soda,2015,1,9,4
1696,2015-02-03,root vegetables,2015,2,3,1
3309,2015-05-17,root vegetables,2015,5,17,6
3092,2015-12-24,sausage,2015,12,24,3
4497,2015-02-20,butter,2015,2,20,4
1848,2015-06-27,sauces,2015,6,27,5
2466,2015-07-27,beef,2015,7,27,0
4411,2015-07-22,ham,2015,7,22,2
2295,2015-03-21,rolls/buns,2015,3,21,5
1914,2015-01-21,tropical fruit,2015,1,21,2
1290,2015-09-22,sausage,2015,9,22,1
2293,2015-12-19,tropical fruit,2015,12,19,5
4027,2015-12-05,soda,2015,12,5,5
4693,2015-01-07,whole milk,2015,1,7,2
1056,2015-09-13,pip fruit,2015,9,13,6
4221,2015-02-27,whole milk,2015,2,27,4
3248,2015-01-14,chicken,2015,1,14,2
2815,2015-10-09,root vegetables,2015,10,9,4
4207,2015-08-07,rolls/buns,2015,8,7,4
1160,2015-04-09,butter,2015,4,9,3
3868,2015-01-22,tropical fruit,2015,1,22,3
3707,2015-06-26,sausage,2015,6,26,4
2335,2015-07-23,soda,2015,7,23,3
3432,2015-04-04,rolls/buns,2015,4,4,5
4510,2015-05-04,tropical fruit,2015,5,4,0
2893,2015-06-10,tropical fruit,2015,6,10,2
4902,2015-04-16,UHT-milk,2015,4,16,3
3443,2015-10-23,root vegetables,2015,10,23,4
1864,2015-06-30,pip fruit,2015,6,30,1
2071,2015-09-30,whole milk,2015,9,30,2
3092,2015-11-04,dessert,2015,11,4,2
2845,2015-01-10,other vegetables,2015,1,10,5
2314,2015-11-25,pork,2015,11,25,2
3882,2015-10-19,frankfurter,2015,10,19,0
4309,2015-09-15,whole milk,2015,9,15,1
2369,2015-08-09,frankfurter,2015,8,9,6
1787,2015-09-05,whipped/sour cream,2015,9,5,5
3284,2015-11-19,curd,2015,11,19,3
1375,2015-11-10,other vegetables,2015,11,10,1
1949,2015-06-03,ham,2015,6,3,2
4805,2015-04-05,whole milk,2015,4,5,6
3759,2015-02-04,whole milk,2015,2,4,2
3160,2015-02-27,soda,2015,2,27,4
2764,2015-01-23,margarine,2015,1,23,4
4225,2015-01-05,pip fruit,2015,1,5,0
2719,2015-10-04,other vegetables,2015,10,4,6
3856,2015-02-04,whole milk,2015,2,4,2
4079,2015-09-20,pork,2015,9,20,6
2455,2015-04-01,sausage,2015,4,1,2
1582,2015-06-08,curd,2015,6,8,0
1776,2015-02-15,canned beer,2015,2,15,6
3096,2015-08-22,napkins,2015,8,22,5
3453,2015-12-16,chewing gum,2015,12,16,2
2731,2015-11-04,ice cream,2015,11,4,2
3899,2015-12-24,bottled water,2015,12,24,3
4886,2015-01-26,liver loaf,2015,1,26,0
4455,2015-04-01,citrus fruit,2015,4,1,2
2690,2015-06-03,chicken,2015,6,3,2
2171,2015-07-28,citrus fruit,2015,7,28,1
3015,2015-12-06,bottled water,2015,12,6,6
4938,2015-03-29,pip fruit,2015,3,29,6
3449,2015-10-10,whole milk,2015,10,10,5
1848,2015-06-07,hamburger meat,2015,6,7,6
3818,2015-12-17,turkey,2015,12,17,3
1540,2015-02-23,ham,2015,2,23,0
1424,2015-09-10,citrus fruit,2015,9,10,3
3888,2015-12-13,sausage,2015,12,13,6
2711,2015-08-18,yogurt,2015,8,18,1
3363,2015-01-25,butter,2015,1,25,6
4633,2015-08-17,chicken,2015,8,17,0
2864,2015-03-08,beverages,2015,3,8,6
2500,2015-05-01,onions,2015,5,1,4
1477,2015-05-13,bottled beer,2015,5,13,2
1635,2015-11-25,butter,2015,11,25,2
2401,2015-12-19,root vegetables,2015,12,19,5
4971,2015-05-17,sausage,2015,5,17,6
1230,2015-05-19,ham,2015,5,19,1
4414,2015-01-23,soda,2015,1,23,4
2906,2015-08-07,chicken,2015,8,7,4
3856,2015-03-22,sausage,2015,3,22,6
4025,2015-04-27,other vegetables,2015,4,27,0
1414,2015-05-24,whole milk,2015,5,24,6
4793,2015-11-24,root vegetables,2015,11,24,1
3101,2015-01-17,chicken,2015,1,17,5
1651,2015-12-17,tropical fruit,2015,12,17,3
4304,2015-02-14,pork,2015,2,14,5
3663,2015-07-11,tropical fruit,2015,7,11,5
2525,2015-10-23,chicken,2015,10,23,4
1625,2015-08-10,other vegetables,2015,8,10,0
3812,2015-11-08,whipped/sour cream,2015,11,8,6
2879,2015-12-28,whole milk,2015,12,28,0
4180,2015-11-11,root vegetables,2015,11,11,2
4187,2015-07-31,sausage,2015,7,31,4
4292,2015-05-12,frozen vegetables,2015,5,12,1
3043,2015-05-01,beef,2015,5,1,4
1819,2015-12-18,root vegetables,2015,12,18,4
2446,2015-08-09,rolls/buns,2015,8,9,6
1701,2015-05-17,canned beer,2015,5,17,6
1047,2015-09-08,sweet spreads,2015,9,8,1
1065,2015-10-27,beef,2015,10,27,1
4360,2015-02-23,frozen vegetables,2015,2,23,0
2818,2015-11-11,bottled water,2015,11,11,2
2008,2015-08-30,domestic eggs,2015,8,30,6
2624,2015-08-18,ice cream,2015,8,18,1
4564,2015-04-11,ice cream,2015,4,11,5
1049,2015-01-07,butter,2015,1,7,2
4433,2015-03-25,sausage,2015,3,25,2
3433,2015-05-19,ham,2015,5,19,1
4799,2015-04-22,citrus fruit,2015,4,22,2
4774,2015-07-16,red/blush wine,2015,7,16,3
1153,2015-02-18,butter,2015,2,18,2
4776,2015-10-25,whole milk,2015,10,25,6
3596,2015-01-19,hard cheese,2015,1,19,0
4097,2015-11-28,hygiene articles,2015,11,28,5
2262,2015-04-11,soups,2015,4,11,5
1518,2015-07-09,pastry,2015,7,9,3
4593,2015-08-18,onions,2015,8,18,1
4322,2015-03-12,ice cream,2015,3,12,3
3633,2015-12-29,herbs,2015,12,29,1
2356,2015-08-31,citrus fruit,2015,8,31,0
4268,2015-04-16,white bread,2015,4,16,3
2775,2015-06-08,pip fruit,2015,6,8,0
4757,2015-06-16,misc. beverages,2015,6,16,1
1231,2015-01-27,ice cream,2015,1,27,1
4323,2015-12-17,pot plants,2015,12,17,3
1182,2015-01-21,beef,2015,1,21,2
3266,2015-08-19,canned beer,2015,8,19,2
3109,2015-06-29,cat food,2015,6,29,0
2450,2015-07-31,whipped/sour cream,2015,7,31,4
1208,2015-08-24,shopping bags,2015,8,24,0
2115,2015-06-24,berries,2015,6,24,2
3774,2015-12-17,whole milk,2015,12,17,3
2904,2015-09-17,root vegetables,2015,9,17,3
3438,2015-10-26,pork,2015,10,26,0
3872,2015-01-22,sausage,2015,1,22,3
3985,2015-01-20,bottled water,2015,1,20,1
2483,2015-04-07,ice cream,2015,4,7,1
4445,2015-01-12,berries,2015,1,12,0
2462,2015-03-25,bottled beer,2015,3,25,2
1068,2015-01-07,pork,2015,1,7,2
1458,2015-02-24,ice cream,2015,2,24,1
1382,2015-03-26,curd,2015,3,26,3
3048,2015-10-11,sausage,2015,10,11,6
3501,2015-07-27,rolls/buns,2015,7,27,0
2340,2015-02-03,other vegetables,2015,2,3,1
1665,2015-11-29,other vegetables,2015,11,29,6
3982,2015-09-29,root vegetables,2015,9,29,1
1843,2015-06-12,other vegetables,2015,6,12,4
3365,2015-06-01,pastry,2015,6,1,0
3230,2015-01-14,other vegetables,2015,1,14,2
2312,2015-05-15,other vegetables,2015,5,15,4
3493,2015-02-02,citrus fruit,2015,2,2,0
1474,2015-06-24,white bread,2015,6,24,2
4907,2015-04-21,citrus fruit,2015,4,21,1
3575,2015-08-05,whole milk,2015,8,5,2
1509,2015-05-13,chocolate,2015,5,13,2
1732,2015-09-03,citrus fruit,2015,9,3,3
4975,2015-04-23,other vegetables,2015,4,23,3
2947,2015-07-16,sausage,2015,7,16,3
2509,2015-04-20,root vegetables,2015,4,20,0
3061,2015-08-17,sausage,2015,8,17,0
1916,2015-11-16,pip fruit,2015,11,16,0
4214,2015-09-06,tropical fruit,2015,9,6,6
1104,2015-10-27,pork,2015,10,27,1
4702,2015-03-08,whole milk,2015,3,8,6
2687,2015-09-14,mustard,2015,9,14,0
3240,2015-01-01,citrus fruit,2015,1,1,3
2816,2015-05-15,whole milk,2015,5,15,4
1524,2015-05-12,root vegetables,2015,5,12,1
2483,2015-10-28,citrus fruit,2015,10,28,2
2101,2015-04-09,UHT-milk,2015,4,9,3
3456,2015-04-22,soda,2015,4,22,2
4461,2015-02-13,tropical fruit,2015,2,13,4
1242,2015-12-14,shopping bags,2015,12,14,0
4017,2015-04-11,bottled beer,2015,4,11,5
1814,2015-11-20,beef,2015,11,20,4
1486,2015-11-02,pip fruit,2015,11,2,0
1514,2015-11-01,root vegetables,2015,11,1,6
1710,2015-05-21,chicken,2015,5,21,3
3032,2015-05-06,bottled water,2015,5,6,2
4896,2015-10-24,flour,2015,10,24,5
3373,2015-12-24,pip fruit,2015,12,24,3
1746,2015-10-14,whole milk,2015,10,14,2
1355,2015-09-19,frankfurter,2015,9,19,5
1162,2015-06-08,canned beer,2015,6,8,0
2712,2015-09-26,whole milk,2015,9,26,5
1025,2015-08-19,canned beer,2015,8,19,2
3067,2015-07-17,butter milk,2015,7,17,4
2675,2015-10-09,margarine,2015,10,9,4
1354,2015-01-12,whole milk,2015,1,12,0
4828,2015-05-14,whole milk,2015,5,14,3
1000,2015-07-24,canned beer,2015,7,24,4
2822,2015-12-18,salty snack,2015,12,18,4
1814,2015-01-22,root vegetables,2015,1,22,3
1818,2015-04-07,sausage,2015,4,7,1
3082,2015-09-25,brown bread,2015,9,25,4
4398,2015-09-11,other vegetables,2015,9,11,4
1932,2015-12-05,sausage,2015,12,5,5
3180,2015-06-02,ham,2015,6,2,1
4332,2015-10-25,domestic eggs,2015,10,25,6
3175,2015-02-26,sausage,2015,2,26,3
1357,2015-06-09,root vegetables,2015,6,9,1
2511,2015-08-07,other vegetables,2015,8,7,4
1159,2015-06-14,citrus fruit,2015,6,14,6
3855,2015-04-30,pork,2015,4,30,3
1889,2015-02-20,onions,2015,2,20,4
2448,2015-08-06,other vegetables,2015,8,6,3
2652,2015-12-26,chicken,2015,12,26,5
1385,2015-11-19,pip fruit,2015,11,19,3
2960,2015-08-31,berries,2015,8,31,0
2736,2015-02-03,whole milk,2015,2,3,1
1768,2015-04-21,chicken,2015,4,21,1
2002,2015-10-20,pork,2015,10,20,1
3046,2015-11-18,whole milk,2015,11,18,2
2284,2015-03-18,pork,2015,3,18,2
1708,2015-09-18,cat food,2015,9,18,4
1952,2015-11-23,finished products,2015,11,23,0
3497,2015-08-09,brown bread,2015,8,9,6
1479,2015-05-14,berries,2015,5,14,3
1237,2015-09-04,ham,2015,9,4,4
4353,2015-08-24,fish,2015,8,24,0
3528,2015-08-18,pastry,2015,8,18,1
2092,2015-04-09,sausage,2015,4,9,3
2514,2015-02-11,whole milk,2015,2,11,2
4790,2015-05-16,bottled beer,2015,5,16,5
1948,2015-08-25,whole milk,2015,8,25,1
3581,2015-01-16,sausage,2015,1,16,4
4778,2015-03-26,soda,2015,3,26,3
2601,2015-03-26,ham,2015,3,26,3
4678,2015-03-31,bottled beer,2015,3,31,1
3642,2015-02-24,sausage,2015,2,24,1
2957,2015-09-19,sausage,2015,9,19,5
4585,2015-09-28,sausage,2015,9,28,0
3637,2015-10-07,sausage,2015,10,7,2
1353,2015-09-02,pork,2015,9,2,2
3257,2015-02-13,root vegetables,2015,2,13,4
2524,2015-10-09,citrus fruit,2015,10,9,4
2035,2015-12-23,other vegetables,2015,12,23,2
3658,2015-09-26,whole milk,2015,9,26,5
1901,2015-11-29,yogurt,2015,11,29,6
3247,2015-01-13,UHT-milk,2015,1,13,1
4308,2015-01-24,citrus fruit,2015,1,24,5
1305,2015-05-24,citrus fruit,2015,5,24,6
1011,2015-09-12,whole milk,2015,9,12,5
2234,2015-07-29,canned beer,2015,7,29,2
3744,2015-08-12,rolls/buns,2015,8,12,2
2903,2015-08-08,sausage,2015,8,8,5
3036,2015-12-07,frozen fish,2015,12,7,0
2465,2015-12-27,other vegetables,2015,12,27,6
1233,2015-03-20,rolls/buns,2015,3,20,4
1366,2015-05-29,tropical fruit,2015,5,29,4
3741,2015-06-08,butter milk,2015,6,8,0
2230,2015-05-28,sausage,2015,5,28,3
1206,2015-05-15,pastry,2015,5,15,4
3690,2015-04-24,spread cheese,2015,4,24,4
3620,2015-06-18,rolls/buns,2015,6,18,3
4759,2015-02-20,frankfurter,2015,2,20,4
3543,2015-11-10,frankfurter,2015,11,10,1
2792,2015-07-29,condensed milk,2015,7,29,2
1929,2015-10-07,rolls/buns,2015,10,7,2
2433,2015-08-23,frankfurter,2015,8,23,6
4941,2015-01-15,rolls/buns,2015,1,15,3
3547,2015-07-10,rolls/buns,2015,7,10,4
1290,2015-04-24,other vegetables,2015,4,24,4
4207,2015-08-28,sausage,2015,8,28,4
2107,2015-01-03,coffee,2015,1,3,5
3050,2015-11-03,pip fruit,2015,11,3,1
3814,2015-07-21,citrus fruit,2015,7,21,1
4875,2015-09-13,flour,2015,9,13,6
3691,2015-08-08,frankfurter,2015,8,8,5
2433,2015-03-14,soda,2015,3,14,5
4757,2015-09-01,soda,2015,9,1,1
1407,2015-04-29,root vegetables,2015,4,29,2
4718,2015-12-06,pork,2015,12,6,6
1240,2015-04-14,frozen vegetables,2015,4,14,1
1792,2015-08-15,tropical fruit,2015,8,15,5
4486,2015-09-11,citrus fruit,2015,9,11,4
1757,2015-06-15,frankfurter,2015,6,15,0
2186,2015-01-07,other vegetables,2015,1,7,2
3752,2015-04-15,sweet spreads,2015,4,15,2
3051,2015-11-29,frankfurter,2015,11,29,6
3688,2015-10-23,pork,2015,10,23,4
4676,2015-01-15,sausage,2015,1,15,3
2142,2015-06-25,pip fruit,2015,6,25,3
4939,2015-06-29,bottled beer,2015,6,29,0
1806,2015-06-07,beverages,2015,6,7,6
1595,2015-05-10,liver loaf,2015,5,10,6
2086,2015-09-03,frankfurter,2015,9,3,3
4251,2015-03-10,berries,2015,3,10,1
2689,2015-04-30,curd,2015,4,30,3
2560,2015-11-26,sausage,2015,11,26,3
2393,2015-04-17,onions,2015,4,17,4
1669,2015-08-19,soda,2015,8,19,2
3500,2015-04-21,soda,2015,4,21,1
1213,2015-03-03,chicken,2015,3,3,1
4598,2015-11-18,cream cheese ,2015,11,18,2
1404,2015-03-05,bottled water,2015,3,5,3
1758,2015-02-26,chocolate,2015,2,26,3
1265,2015-07-03,cream cheese ,2015,7,3,4
1006,2015-06-14,whole milk,2015,6,14,6
2779,2015-10-17,whole milk,2015,10,17,5
4457,2015-03-09,fruit/vegetable juice,2015,3,9,0
2532,2015-06-07,onions,2015,6,7,6
2811,2015-02-23,tropical fruit,2015,2,23,0
4004,2015-10-05,tropical fruit,2015,10,5,0
1737,2015-09-05,pastry,2015,9,5,5
3266,2015-10-25,hamburger meat,2015,10,25,6
4981,2015-10-01,frankfurter,2015,10,1,3
1934,2015-06-08,tropical fruit,2015,6,8,0
2512,2015-01-19,butter,2015,1,19,0
3400,2015-04-03,rolls/buns,2015,4,3,4
4301,2015-01-05,sausage,2015,1,5,0
2997,2015-12-30,citrus fruit,2015,12,30,2
1098,2015-05-08,tropical fruit,2015,5,8,4
2208,2015-07-30,pork,2015,7,30,3
3672,2015-05-28,whole milk,2015,5,28,3
3651,2015-01-24,hamburger meat,2015,1,24,5
3957,2015-05-15,frankfurter,2015,5,15,4
2986,2015-11-01,sausage,2015,11,1,6
4433,2015-05-25,other vegetables,2015,5,25,0
3822,2015-05-27,ham,2015,5,27,2
4588,2015-04-30,bottled beer,2015,4,30,3
2622,2015-07-17,pip fruit,2015,7,17,4
2117,2015-02-05,pasta,2015,2,5,3
1780,2015-12-07,pip fruit,2015,12,7,0
3819,2015-12-04,pork,2015,12,4,4
1884,2015-11-12,frankfurter,2015,11,12,3
2595,2015-01-23,rolls/buns,2015,1,23,4
3046,2015-03-31,sausage,2015,3,31,1
3228,2015-01-26,tropical fruit,2015,1,26,0
2251,2015-06-23,chicken,2015,6,23,1
2368,2015-11-11,whole milk,2015,11,11,2
2573,2015-03-01,ham,2015,3,1,6
4701,2015-04-30,soda,2015,4,30,3
4384,2015-05-25,chicken,2015,5,25,0
1998,2015-05-18,canned beer,2015,5,18,0
4583,2015-02-23,pip fruit,2015,2,23,0
2043,2015-04-21,tropical fruit,2015,4,21,1
2201,2015-05-22,domestic eggs,2015,5,22,4
3522,2015-09-23,meat,2015,9,23,2
3922,2015-08-28,citrus fruit,2015,8,28,4
2636,2015-11-09,sausage,2015,11,9,0
1092,2015-07-27,rolls/buns,2015,7,27,0
2711,2015-09-13,light bulbs,2015,9,13,6
3899,2015-04-22,rolls/buns,2015,4,22,2
4372,2015-07-30,meat,2015,7,30,3
4576,2015-05-08,root vegetables,2015,5,8,4
4953,2015-10-10,tropical fruit,2015,10,10,5
4692,2015-10-27,citrus fruit,2015,10,27,1
1170,2015-12-11,whole milk,2015,12,11,4
2625,2015-08-04,margarine,2015,8,4,1
2394,2015-08-30,hamburger meat,2015,8,30,6
4277,2015-02-18,dessert,2015,2,18,2
3170,2015-01-17,beef,2015,1,17,5
2229,2015-10-25,other vegetables,2015,10,25,6
2944,2015-01-02,tropical fruit,2015,1,2,4
2582,2015-06-03,chicken,2015,6,3,2
1373,2015-10-05,brown bread,2015,10,5,0
1366,2015-10-25,sausage,2015,10,25,6
3469,2015-10-05,hamburger meat,2015,10,5,0
4012,2015-05-16,pork,2015,5,16,5
2031,2015-02-26,sausage,2015,2,26,3
2459,2015-09-16,soda,2015,9,16,2
4377,2015-02-23,sweet spreads,2015,2,23,0
1534,2015-08-13,pastry,2015,8,13,3
2051,2015-07-23,other vegetables,2015,7,23,3
3430,2015-01-26,root vegetables,2015,1,26,0
1567,2015-03-13,whipped/sour cream,2015,3,13,4
2972,2015-05-21,whole milk,2015,5,21,3
1287,2015-08-28,whole milk,2015,8,28,4
4776,2015-08-08,citrus fruit,2015,8,8,5
2271,2015-04-08,other vegetables,2015,4,8,2
4657,2015-08-15,pork,2015,8,15,5
2344,2015-04-14,pip fruit,2015,4,14,1
1482,2015-06-07,bottled beer,2015,6,7,6
1278,2015-09-12,other vegetables,2015,9,12,5
4831,2015-11-13,whole milk,2015,11,13,4
1819,2015-11-11,pastry,2015,11,11,2
2687,2015-07-31,sausage,2015,7,31,4
4468,2015-03-24,sausage,2015,3,24,1
4760,2015-02-04,salty snack,2015,2,4,2
2310,2015-03-24,dessert,2015,3,24,1
3924,2015-07-02,pork,2015,7,2,3
3517,2015-11-12,frankfurter,2015,11,12,3
3164,2015-09-30,butter,2015,9,30,2
3245,2015-05-17,other vegetables,2015,5,17,6
2629,2015-06-12,liver loaf,2015,6,12,4
1347,2015-09-15,frankfurter,2015,9,15,1
1216,2015-08-25,whole milk,2015,8,25,1
4636,2015-10-04,frankfurter,2015,10,4,6
1197,2015-11-22,root vegetables,2015,11,22,6
1100,2015-12-03,soda,2015,12,3,3
2054,2015-12-15,butter,2015,12,15,1
3761,2015-09-26,cat food,2015,9,26,5
4947,2015-09-14,chewing gum,2015,9,14,0
1032,2015-06-15,berries,2015,6,15,0
3353,2015-08-14,other vegetables,2015,8,14,4
4466,2015-08-20,yogurt,2015,8,20,3
2081,2015-01-22,tropical fruit,2015,1,22,3
1800,2015-02-05,whole milk,2015,2,5,3
3414,2015-10-23,curd,2015,10,23,4
2799,2015-12-08,whole milk,2015,12,8,1
1634,2015-03-12,bottled water,2015,3,12,3
3481,2015-03-22,soda,2015,3,22,6
3691,2015-08-24,sausage,2015,8,24,0
2811,2015-11-02,oil,2015,11,2,0
2758,2015-11-19,hamburger meat,2015,11,19,3
2872,2015-09-19,onions,2015,9,19,5
3339,2015-08-10,pork,2015,8,10,0
3483,2015-10-28,pip fruit,2015,10,28,2
3255,2015-04-29,pork,2015,4,29,2
3462,2015-11-15,citrus fruit,2015,11,15,6
1355,2015-02-28,yogurt,2015,2,28,5
2952,2015-11-25,frankfurter,2015,11,25,2
2171,2015-06-19,frankfurter,2015,6,19,4
2693,2015-02-11,brown bread,2015,2,11,2
1348,2015-06-13,root vegetables,2015,6,13,5
1112,2015-09-04,dish cleaner,2015,9,4,4
2058,2015-02-24,yogurt,2015,2,24,1
2003,2015-11-23,sausage,2015,11,23,0
2166,2015-12-03,sauces,2015,12,3,3
3113,2015-06-18,brown bread,2015,6,18,3
2830,2015-06-22,citrus fruit,2015,6,22,0
3582,2015-06-17,cream cheese ,2015,6,17,2
4572,2015-08-19,beverages,2015,8,19,2
1373,2015-07-19,curd,2015,7,19,6
2513,2015-06-11,ice cream,2015,6,11,3
3050,2015-12-15,hard cheese,2015,12,15,1
2563,2015-03-08,detergent,2015,3,8,6
1055,2015-05-25,bottled water,2015,5,25,0
1887,2015-09-11,soda,2015,9,11,4
2391,2015-03-01,pip fruit,2015,3,1,6
3347,2015-04-24,whole milk,2015,4,24,4
4873,2015-03-09,waffles,2015,3,9,0
1571,2015-05-24,sausage,2015,5,24,6
3571,2015-10-21,chicken,2015,10,21,2
4348,2015-11-04,beverages,2015,11,4,2
2400,2015-06-02,ice cream,2015,6,2,1
2867,2015-06-25,butter,2015,6,25,3
2672,2015-12-07,beverages,2015,12,7,0
1659,2015-07-08,frankfurter,2015,7,8,2
4104,2015-11-30,detergent,2015,11,30,0
1465,2015-03-02,sausage,2015,3,2,0
3436,2015-03-27,chicken,2015,3,27,4
4503,2015-02-17,yogurt,2015,2,17,1
3812,2015-07-28,whole milk,2015,7,28,1
2759,2015-07-27,yogurt,2015,7,27,0
2019,2015-11-14,whipped/sour cream,2015,11,14,5
3201,2015-01-24,whole milk,2015,1,24,5
1861,2015-12-08,citrus fruit,2015,12,8,1
4524,2015-10-12,whole milk,2015,10,12,0
2680,2015-11-08,citrus fruit,2015,11,8,6
3413,2015-01-31,pork,2015,1,31,5
4354,2015-01-16,beverages,2015,1,16,4
3608,2015-11-27,UHT-milk,2015,11,27,4
3518,2015-10-26,beef,2015,10,26,0
3542,2015-11-07,other vegetables,2015,11,7,5
2579,2015-08-04,whole milk,2015,8,4,1
2650,2015-11-22,frankfurter,2015,11,22,6
3499,2015-01-13,yogurt,2015,1,13,1
2804,2015-01-18,canned beer,2015,1,18,6
2975,2015-09-10,canned beer,2015,9,10,3
1783,2015-05-01,other vegetables,2015,5,1,4
1116,2015-11-29,frankfurter,2015,11,29,6
2578,2015-11-26,canned beer,2015,11,26,3
4003,2015-12-23,pork,2015,12,23,2
3021,2015-01-30,frankfurter,2015,1,30,4
3791,2015-01-23,chocolate,2015,1,23,4
1242,2015-04-04,citrus fruit,2015,4,4,5
2290,2015-03-07,specialty fat,2015,3,7,5
4204,2015-06-05,spread cheese,2015,6,5,4
4100,2015-01-03,whole milk,2015,1,3,5
3085,2015-11-07,whole milk,2015,11,7,5
1944,2015-08-31,whole milk,2015,8,31,0
3845,2015-09-19,hygiene articles,2015,9,19,5
2077,2015-01-03,beef,2015,1,3,5
1128,2015-05-07,meat,2015,5,7,3
4130,2015-05-04,beef,2015,5,4,0
2496,2015-02-12,pip fruit,2015,2,12,3
3764,2015-01-08,other vegetables,2015,1,8,3
2369,2015-10-17,hamburger meat,2015,10,17,5
4662,2015-08-25,rolls/buns,2015,8,25,1
4392,2015-08-13,instant coffee,2015,8,13,3
3259,2015-02-15,canned beer,2015,2,15,6
1839,2015-09-10,pork,2015,9,10,3
4376,2015-11-22,pork,2015,11,22,6
1934,2015-03-02,tropical fruit,2015,3,2,0
1158,2015-08-25,whole milk,2015,8,25,1
2784,2015-03-19,frankfurter,2015,3,19,3
4954,2015-10-06,beverages,2015,10,6,1
2060,2015-07-26,pip fruit,2015,7,26,6
4556,2015-10-01,pip fruit,2015,10,1,3
2433,2015-12-27,frankfurter,2015,12,27,6
1843,2015-02-24,sausage,2015,2,24,1
1793,2015-09-21,long life bakery product,2015,9,21,0
3640,2015-08-10,bottled water,2015,8,10,0
2795,2015-12-03,beef,2015,12,3,3
2044,2015-09-26,domestic eggs,2015,9,26,5
4742,2015-05-04,oil,2015,5,4,0
3584,2015-03-14,meat,2015,3,14,5
1957,2015-01-31,processed cheese,2015,1,31,5
3483,2015-03-20,sausage,2015,3,20,4
3883,2015-05-10,citrus fruit,2015,5,10,6
2474,2015-09-02,frozen vegetables,2015,9,2,2
3148,2015-09-03,sausage,2015,9,3,3
1767,2015-10-24,pastry,2015,10,24,5
4601,2015-07-22,pork,2015,7,22,2
3181,2015-03-22,berries,2015,3,22,6
2261,2015-11-04,whole milk,2015,11,4,2
1656,2015-02-14,ham,2015,2,14,5
4134,2015-05-05,packaged fruit/vegetables,2015,5,5,1
